insee,nom,surf_dep,total,s150,s50,s20,s10
38218,Marcilloles,945,708,146,36,5,1
38219,Marcollin,1070,713,214,44,6,1
38221,Marnans,654,228,98,19,3,0
38222,Massieu,1043,460,279,63,10,2
38223,Maubec,870,429,152,35,5,1
38224,Mayres-Savel,1385,226,38,7,1,0
38225,Autrans-Méaudre-en-Vercors,7794,1759,903,243,41,7
38226,Mens,2829,1499,594,108,18,4
38228,Merlas,1562,563,354,79,13,3
38229,Meylan,1263,147,57,9,1,0
38230,Meyrié,346,113,51,13,1,0
38231,Meyrieu-les-Étangs,853,456,149,30,4,0
38232,Meyssiez,1392,553,279,55,7,1
38235,Miribel-Lanchâtre,948,200,100,20,3,0
38236,Miribel-les-Échelles,2921,1444,958,231,40,9
38237,Mizoën,2047,265,74,13,3,1
38238,Moidieu-Détourbe,1806,1061,396,82,11,2
38239,Moirans,2025,829,513,116,19,4
38240,Moissieu-sur-Dolon,1446,666,353,67,9,1
38241,Monestier-d'Ambel,1094,217,16,2,0,0
38242,Monestier-de-Clermont,537,152,82,20,3,0
38243,Le Monestier-du-Percy,1506,656,166,31,5,1
38244,Monsteroux-Milieu,815,459,257,53,7,1
38245,Montagne,877,517,307,56,7,1
38246,Montagnieu,887,616,290,63,11,2
38247,Montalieu-Vercieu,894,255,131,33,5,0
38248,Montaud,1436,234,144,36,5,0
38249,Montbonnot-Saint-Martin,660,160,75,20,3,0
38250,Montcarra,489,224,80,15,1,0
38252,Montchaboud,194,39,12,2,0,0
38253,Les Deux Alpes,8169,3174,166,36,8,3
38254,Monteynard,1131,182,84,20,2,0
38255,Montfalcon,570,257,155,31,5,1
38256,Montferrat,1297,806,500,125,22,4
38257,Montrevel,936,469,155,34,5,1
38258,Mont-Saint-Martin,507,64,36,10,2,0
38259,Montseveroux,1660,895,414,73,9,1
38260,Moras,828,292,94,16,1,0
38261,Morestel,803,350,192,50,7,1
38263,Morette,631,217,118,26,4,1
38264,La Morte,1935,633,129,35,6,1
38265,La Motte-d'Aveillans,993,230,112,26,3,0
38266,La Motte-Saint-Martin,1495,1115,84,13,2,0
38267,Mottier,1074,591,175,47,8,1
38268,Le Moutaret,527,68,61,17,2,0
38269,La Mure,830,421,151,32,4,0
38270,La Murette,423,110,80,22,3,0
38271,Murianette,614,197,110,26,5,1
38272,Murinais,819,459,276,45,5,1
38273,Nantes-en-Rattier,1207,570,161,38,8,2
38275,Serre-Nerpol,1313,651,342,64,9,2
38276,Nivolas-Vermelle,615,218,118,25,4,0
38277,Notre-Dame-de-Commiers,560,43,15,3,0,0
38278,Notre-Dame-de-l'Osier,849,356,220,45,6,1
38279,Notre-Dame-de-Mésage,457,12,4,1,0,0
38280,Notre-Dame-de-Vaulx,797,937,79,13,1,0
38281,Noyarey,1696,239,146,36,6,1
38282,Optevoz,1204,628,134,24,3,0
38283,Oris-en-Rattier,1884,1090,64,13,2,0
38284,Ornacieux-Balbins,1220,842,237,55,7,1
38285,Ornon,2345,377,74,14,2,0
38286,Oulles,1450,1480,24,3,0,0
38287,Oyeu,1361,691,151,29,4,0
38288,Oytier-Saint-Oblas,1428,739,256,39,4,0
38289,Oz,2687,155,27,5,1,0
38290,Pact,965,665,295,58,8,1
38291,Pajay,1429,976,240,56,8,1
38292,Villages du Lac de Paladru,2322,1187,716,175,28,6
38294,Panossas,804,354,97,16,2,0
38295,Parmilieu,1283,314,95,22,3,0
38296,Le Passage,656,394,246,56,8,1
38297,Arandon-Passins,2628,1139,401,77,11,2
38298,Le Péage-de-Roussillon,736,166,96,21,3,0
38299,Pellafol,3549,722,113,21,3,0
38300,Penol,1214,844,122,25,3,0
38301,Percy,1596,464,101,17,2,0
38303,La Pierre,324,139,62,16,2,0
38304,Pierre-Châtel,1232,678,279,63,11,2
38307,Pisieu,1878,1013,462,92,13,3
38308,Plan,612,301,68,14,2,0
38309,Poisat,252,8,5,0,0,
38310,Poliénas,1363,630,203,52,10,2
38311,Pommier-de-Beaurepaire,1910,1029,405,79,11,2
38313,Ponsonnas,295,104,41,6,0,0
38314,Pontcharra,1592,361,239,60,10,2
38315,Le Pont-de-Beauvoisin,736,340,257,82,12,2
38316,Pont-de-Chéruy,250,43,22,2,0,0
38318,Pont-Évêque,877,359,203,39,5,0
38319,Pont-en-Royans,275,17,14,4,0,0
38320,Porcieu-Amblagnieu,1602,564,189,40,6,1
38321,Prébois,1605,498,95,17,2,0
38322,Presles,2553,423,120,22,3,0
38323,Pressins,1017,470,361,98,14,2
38324,Primarette,2202,1014,577,99,13,3
38325,Proveysieux,2050,90,53,16,3,1
38326,Prunières,819,185,42,8,1,0
38328,Quaix-en-Chartreuse,1823,133,103,25,4,1
38329,Quet-en-Beaumont,817,229,29,6,1,0
38330,Quincieu,476,237,79,16,3,1
38331,Réaumont,502,170,106,25,4,0
38332,Renage,510,96,54,15,3,0
38333,Rencurel,3459,475,237,49,8,2
38334,Revel,2954,675,168,50,8,1
38335,Revel-Tourdan,1164,811,415,78,11,2
38336,Reventin-Vaugris,1837,782,455,93,12,2
38337,Rives,1118,511,202,43,7,1
38338,La Rivière,1822,460,187,43,8,1
38339,Roche,1945,1213,448,85,13,2
38341,Rochetoirin,1072,613,340,71,10,2
38342,Roissard,1449,522,204,38,6,1
38343,Romagnieu,1725,940,704,186,29,5
38344,Roussillon,1183,292,167,38,6,1
38345,Rovon,1195,111,74,21,3,0
38346,Royas,543,285,161,34,4,0
38347,Roybon,6730,1939,872,140,19,4
38348,Ruy-Montceau,2098,961,602,138,21,4
38349,Sablons,1027,360,129,40,9,1
38350,Sainte-Agnès,2667,1727,180,51,11,3
38351,Saint-Agnin-sur-Bion,970,498,230,45,5,1
38352,Saint-Alban-de-Roche,440,130,62,12,1,0
38353,Saint-Alban-du-Rhône,356,53,42,11,2,0
38354,Saint-Albin-de-Vaulserre,500,251,157,40,7,1
38355,Saint-Andéol,2987,508,97,22,3,0
38356,Saint-André-en-Royans,1048,376,253,52,7,1
38357,Saint-André-le-Gaz,892,388,258,75,13,2
38358,Sainte-Anne-sur-Gervonde,789,534,205,33,4,0
38359,Saint-Antoine l'Abbaye,3600,1496,932,192,29,6
38360,Saint-Appolinard,1074,505,328,67,9,2
38361,Saint-Arey,693,155,54,11,2,0
38362,Saint-Aupre,1199,398,273,68,11,2
38363,Saint-Barthélemy,768,560,193,35,5,1
38364,Saint-Barthélemy-de-Séchilienne,1209,68,18,4,0,0
38365,Saint-Baudille-de-la-Tour,2183,1252,160,32,5,1
38366,Saint-Baudille-et-Pipet,3605,1508,339,60,9,2
38368,Saint-Blaise-du-Buis,561,235,138,29,6,1
38369,Sainte-Blandine,920,570,321,65,9,2
38370,Saint-Bonnet-de-Chavagne,1514,909,477,90,13,3
38372,Saint-Bueil,390,119,103,36,6,1
38373,Saint-Cassien,566,213,143,39,6,1
38374,Saint-Chef,2754,1395,567,133,21,4
38375,Saint-Christophe-en-Oisans,23619,3988,167,38,12,5
38376,Saint-Christophe-sur-Guiers,2340,354,170,42,6,1
38377,Saint-Clair-de-la-Tour,919,369,296,79,13,2
38378,Saint-Clair-du-Rhône,712,130,97,27,4,0
38379,Saint-Clair-sur-Galaure,1528,492,229,44,5,1
38380,Saint-Didier-de-Bizonnes,721,319,88,23,4,1
38381,Saint-Didier-de-la-Tour,1470,763,479,109,16,3
38383,Saint-Étienne-de-Crossey,1302,449,297,80,14,3
38384,Saint-Étienne-de-Saint-Geoirs,1875,1102,369,84,13,2
38386,Saint-Geoire-en-Valdaine,1671,865,573,144,22,4
38387,Saint-Geoirs,697,319,142,30,5,1
38388,Saint-Georges-de-Commiers,1467,148,82,22,3,0
38389,Saint-Georges-d'Espéranche,2464,1355,679,111,13,1
38390,Saint-Gervais,1319,125,85,20,3,0
38391,Saint-Guillaume,1334,400,160,28,4,1
38392,Saint-Hilaire-de-Brens,757,306,88,13,2,0
38393,Saint-Hilaire-de-la-Côte,1376,902,390,92,16,3
38394,Saint-Hilaire-du-Rosier,1636,947,543,125,21,5
38395,Plateau-des-Petites-Roches,3698,892,229,54,8,1
38396,Saint-Honoré,1465,691,207,41,6,1
38397,Saint-Ismier,1487,225,134,40,7,1
38398,Saint-Jean-d'Avelanne,782,346,212,55,8,1
38399,Saint-Jean-de-Bournay,2682,1538,779,147,17,2
38400,Saint-Jean-de-Moirans,651,287,177,49,10,3
38401,Saint-Jean-de-Soudain,756,356,222,48,7,1
38402,Saint-Jean-de-Vaulx,1018,355,120,23,3,0
38403,Saint-Jean-d'Hérans,1760,602,177,32,5,1
38404,Saint-Jean-le-Vieux,464,78,54,15,2,0
38405,Saint-Joseph-de-Rivière,1745,447,227,53,8,1
38406,Saint-Julien-de-l'Herms,923,329,150,26,3,0
38407,La Sure en Chartreuse,2781,688,271,65,9,2
38408,Saint-Just-Chaleyssin,1401,600,395,95,13,2
38409,Saint-Just-de-Claix,1158,530,386,93,13,2
38410,Saint-Lattier,1814,740,455,99,16,4
38412,Saint-Laurent-du-Pont,3505,706,400,98,17,3
38413,Saint-Laurent-en-Beaumont,1312,586,206,43,6,1
38414,Sainte-Luce,796,574,35,5,1,0
38415,Saint-Marcel-Bel-Accueil,1828,961,259,50,7,1
38416,Saint-Marcellin,779,188,170,51,8,1
38417,Sainte-Marie-d'Alloix,305,140,38,13,2,0
38418,Sainte-Marie-du-Mont,2395,978,126,26,4,1
38419,Saint-Martin-de-Clelles,1500,451,100,15,1,0
38420,Saint-Martin-de-Vaulserre,395,200,128,31,4,0
38421,Saint-Martin-d'Hères,949,45,19,7,1,0
38422,Saint-Martin-d'Uriage,3561,507,344,109,17,3
38423,Saint-Martin-le-Vinoux,1002,77,68,21,3,1
38424,Saint-Maurice-en-Trièves,1301,527,128,22,3,0
38425,Saint-Maurice-l'Exil,1339,385,154,28,4,0
38426,Saint-Maximin,1038,144,97,23,4,1
38427,Saint-Michel-de-Saint-Geoirs,713,474,211,38,5,1
38428,Saint-Michel-en-Beaumont,801,520,59,10,2,0
38429,Saint-Michel-les-Portes,2108,360,133,23,2,0
38430,Saint-Mury-Monteymond,1104,92,37,11,2,0
38431,Saint-Nazaire-les-Eymes,875,241,63,21,3,0
38432,Saint-Nicolas-de-Macherin,1062,271,160,42,7,1
38433,Saint-Nizier-du-Moucherotte,1141,298,185,43,5,0
38434,Saint-Ondras,826,517,360,83,12,2
38436,Saint-Paul-de-Varces,1988,152,131,50,8,1
38437,Saint-Paul-d'Izeaux,768,321,135,34,7,1
38438,Saint-Paul-lès-Monestier,1389,744,216,39,6,1
38439,Crêts-en-Belledonne,3330,660,455,142,29,8
38440,Saint-Pierre-de-Bressieux,2322,605,302,65,11,2
38442,Saint-Pierre-de-Chartreuse,8005,1234,378,98,18,4
38443,Saint-Pierre-de-Chérennes,1190,286,122,25,4,1
38444,Saint-Pierre-de-Méaroz,458,152,67,14,2,0
38445,Saint-Pierre-de-Mésage,703,18,12,3,0,0
38446,Saint-Pierre-d'Entremont,3221,294,158,45,7,1
38448,Saint-Prim,729,411,131,27,4,0
38449,Saint-Quentin-Fallavier,2359,737,349,67,9,1
38450,Saint-Quentin-sur-Isère,1938,452,182,42,6,1
38451,Saint-Romain-de-Jalionas,1362,648,243,48,7,1
38452,Saint-Romain-de-Surieu,475,145,75,14,1,0
38453,Saint-Romans,1710,786,566,126,18,3
38454,Saint-Sauveur,932,453,353,91,13,2
38455,Saint-Savin,2480,1342,605,132,21,4
38456,Châtel-en-Trièves,4759,1847,388,65,11,2
38457,Saint-Siméon-de-Bressieux,1881,1050,518,113,18,3
38458,Saint-Sorlin-de-Morestel,547,310,179,53,9,1
38459,Saint-Sorlin-de-Vienne,991,465,293,64,8,1
38460,Saint-Sulpice-des-Rivoires,715,493,280,71,13,2
38462,Saint-Théoffrey,747,182,98,26,5,1
38463,Saint-Vérand,1779,701,491,96,13,2
38464,Saint-Victor-de-Cessieu,1230,698,343,81,12,2
38465,Saint-Victor-de-Morestel,1313,612,242,56,8,1
38466,Saint-Vincent-de-Mercuze,777,282,104,32,5,1
38467,Salagnon,833,373,183,39,6,1
38468,Salaise-sur-Sanne,1618,442,209,45,7,1
38469,La Salette-Fallavaux,2250,1789,93,13,2,0
38470,La Salle-en-Beaumont,926,282,118,33,5,1
38471,Le Sappey-en-Chartreuse,1503,322,132,36,6,1
38472,Sarcenas,777,96,24,6,0,0
38473,Sardieu,1122,866,242,39,5,1
38474,Sassenage,1329,84,67,25,4,0
38475,Satolas-et-Bonce,1688,1014,197,42,6,0
38476,Savas-Mépin,1043,508,238,47,6,1
38478,Séchilienne,2066,30,25,6,1,0
38479,Porte-des-Bonnevaux,4393,1767,475,114,17,3
38480,Septème,2179,939,423,79,11,2
38481,Sérézin-de-la-Tour,941,603,220,43,6,1
38483,Sermérieu,1730,820,354,78,12,2
38484,Serpaize,1143,585,290,64,8,1
38485,Seyssinet-Pariset,1077,46,22,4,0,0
38486,Seyssins,802,56,42,9,0,0
38487,Seyssuel,964,340,204,47,6,0
38488,Siccieu-Saint-Julien-et-Carisieu,1416,663,85,16,2,0
38489,Siévoz,744,227,63,14,2,0
38490,Sillans,1278,729,213,50,10,2
38492,Sinard,1085,425,203,41,6,1
38494,Soleymieu,1331,693,188,32,5,1
38495,La Sône,307,107,91,17,2,0
38496,Sonnay,1415,775,332,71,10,1
38497,Sousville,297,186,111,21,3,0
38498,Succieu,845,504,219,45,6,1
38499,Susville,999,155,46,8,1,0
38500,Têche,502,98,80,21,2,0
38501,Tencin,681,211,128,31,6,1
38503,La Terrasse,907,141,52,13,2,0
38504,Theys,3596,1151,688,240,50,13
38505,Thodure,1447,966,415,72,10,2
38507,Tignieu-Jameyzieu,1331,632,246,48,7,1
38508,Torchefelon,871,592,340,75,12,2
38509,La Tour-du-Pin,476,146,101,30,5,0
38511,Le Touvet,1180,298,118,28,4,0
38512,Tramolé,700,446,148,30,5,0
38513,Treffort,1266,208,89,19,3,0
38514,Tréminis,4921,874,163,39,7,1
38515,Trept,1585,832,256,43,5,1
38516,La Tronche,645,20,14,4,0,0
38517,Tullins,2933,1257,627,141,22,4
38518,Valbonnais,2411,437,170,42,7,1
38519,Valencin,958,411,229,50,8,1
38520,Valencogne,759,520,305,72,12,2
38521,La Valette,788,164,44,10,1,0
38522,Valjouffrey,12533,5224,88,23,5,1
38523,Varacieux,1850,757,480,102,15,2
38524,Varces-Allières-et-Risset,2068,518,306,64,10,2
38525,Vasselin,386,196,82,21,4,0
38526,Vatilieu,933,391,236,56,8,1
38527,Vaujany,7430,1590,274,56,13,4
38528,Vaulnaveys-le-Bas,1192,150,60,18,3,0
38529,Vaulnaveys-le-Haut,1665,128,84,26,4,0
38530,Vaulx-Milieu,901,441,107,18,2,0
38531,Velanne,812,462,235,53,8,1
38532,Vénérieu,586,293,91,17,2,0
38533,Venon,434,115,69,21,3,0
38535,Vernas,591,337,47,7,0,0
38536,Vernioz,1131,491,200,39,5,0
38537,La Verpillière,668,194,48,11,1,0
38538,Le Versoud,613,169,81,15,3,0
38539,Vertrieu,446,136,38,6,0,0
38540,Veurey-Voroize,1244,172,63,10,1,0
38542,Veyssilieu,656,178,75,14,1,0
38543,Vézeronce-Curtin,1461,733,418,113,21,5
38544,Vienne,2256,307,226,59,6,1
38545,Vif,2703,839,353,84,14,3
38546,Vignieu,941,402,215,49,8,1
38547,Villard-Bonnot,585,56,36,9,1,0
38548,Villard-de-Lans,6673,1549,536,126,20,4
38549,Villard-Notre-Dame,1406,49,4,0,0,0
38550,Villard-Reculas,499,276,50,11,2,0
38551,Villard-Reymond,1110,495,29,7,1,0
38552,Villard-Saint-Christophe,1426,868,100,18,2,0
38553,Villefontaine,1036,220,46,10,1,0
38554,Villemoirieu,1326,512,231,50,7,1
38555,Villeneuve-de-Marc,2624,1211,635,117,16,3
38556,Ville-sous-Anjou,1826,1008,413,80,11,2
38557,Villette-d'Anthon,2288,1312,259,58,9,2
38558,Villette-de-Vienne,1099,548,243,47,6,1
38559,Vinay,1605,589,401,102,15,3
38560,Val-de-Virieu,1625,931,459,100,15,3
38561,Viriville,3039,1454,562,118,18,4
38562,Vizille,1088,85,50,10,1,0
38563,Voiron,2209,623,458,143,26,6
38564,Voissant,390,160,143,35,5,1
38565,Voreppe,2881,615,361,76,11,2
38566,Vourey,683,319,156,36,5,0
38567,Chamrousse,1237,940,134,25,5,2
39001,Abergement-la-Ronce,713,213,76,19,4,0
39002,Abergement-le-Grand,421,258,48,9,1,0
39003,Abergement-le-Petit,158,73,20,3,0,0
39004,Abergement-lès-Thésy,465,376,41,11,2,0
39006,Aiglepierre,705,245,97,19,2,0
39007,Alièze,580,287,89,14,2,0
39008,Amange,681,332,61,9,1,0
39009,Andelot-en-Montagne,1267,660,121,26,5,1
39010,Andelot-Morval,1034,442,59,9,1,0
39011,Annoire,1568,1321,90,20,3,0
39013,Arbois,4540,1022,251,36,6,1
39014,Archelange,494,247,36,5,0,0
39015,Ardon,505,139,48,13,2,0
39016,Arinthod,2728,1085,247,40,6,1
39017,Arlay,2019,845,226,35,4,0
39018,Aromas,2605,1387,198,42,6,1
39019,Les Arsures,445,158,57,8,1,0
39020,Arsure-Arsurette,1269,634,69,15,2,0
39021,La Chailleuse,2481,1011,219,41,7,1
39022,Asnans-Beauvoisin,1644,1137,324,63,8,1
39024,Audelange,460,258,77,14,2,0
39025,Augea,759,476,144,27,4,0
39026,Augerans,798,264,34,9,1,0
39027,Augisey,933,443,94,16,2,0
39028,Aumont,815,422,120,26,5,1
39029,Aumur,891,728,71,17,3,0
39030,Authume,764,379,105,19,3,0
39031,Auxange,517,397,62,9,1,0
39032,Avignon-lès-Saint-Claude,784,37,30,7,1,0
39034,Balaiseaux,603,249,102,26,4,0
39035,Balanod,492,182,97,20,2,0
39037,Bans,405,196,86,16,2,0
39038,Barésia-sur-l'Ain,1106,404,63,9,1,0
39039,La Barre,331,147,40,7,1,0
39040,Barretaine,926,686,119,32,7,2
39041,Baume-les-Messieurs,1311,343,57,10,1,0
39042,Baverans,336,194,49,10,1,0
39043,Beaufort-Orbagna,1731,816,227,39,4,0
39045,Beffia,519,250,41,7,0,0
39046,Bellecombe,1223,804,353,57,9,2
39047,Bellefontaine,2469,389,191,37,5,0
39048,Belmont,1598,475,80,16,2,0
39049,Bersaillin,1403,675,180,31,4,0
39050,Besain,1312,479,46,11,2,0
39051,Biarne,632,296,61,9,1,0
39052,Bief-des-Maisons,578,449,65,13,2,0
39053,Bief-du-Fourg,1017,709,139,27,4,1
39054,Biefmorin,1130,186,51,10,1,0
39055,Billecul,436,347,43,8,1,0
39056,Bletterans,781,387,63,14,2,0
39057,Blois-sur-Seille,539,286,68,12,2,0
39058,Blye,1090,647,66,11,2,0
39059,Bois-d'Amont,1036,115,95,35,7,1
39060,Bois-de-Gand,332,155,70,10,1,0
39061,Boissia,588,355,64,8,1,0
39062,La Boissière,536,260,31,4,0,0
39063,Bonlieu,1301,340,79,16,2,0
39065,Bonnefontaine,895,281,41,8,1,0
39066,Bornay,671,378,58,13,2,0
39068,Les Bouchoux,2145,603,363,75,11,2
39070,Bourg-de-Sirod,445,98,32,9,1,0
39072,Bracon,638,441,131,26,4,0
39073,Brainans,700,370,53,8,1,0
39074,Brans,873,422,85,15,2,0
39076,La Bretenière,163,108,47,7,1,0
39077,Bretenières,410,189,48,8,1,0
39078,Brevans,367,218,73,18,3,0
39079,Briod,416,255,64,10,1,0
39080,Broissia,298,145,61,10,1,0
39081,Buvilly,598,370,105,19,3,0
39083,Censeau,984,719,157,32,6,1
39084,Cernans,554,400,85,16,3,0
39085,Cerniébaud,1057,386,73,16,2,0
39086,Cernon,1704,324,71,14,2,0
39088,Cesancey,520,212,40,6,0,0
39090,Chaînée-des-Coupis,518,415,93,21,3,0
39091,Les Chalesmes,941,597,65,17,3,1
39092,Chambéria,1467,616,103,21,3,0
39093,Chamblay,1394,514,121,22,3,0
39094,Chamole,589,368,52,13,2,0
39095,Champagne-sur-Loue,376,231,94,14,2,0
39096,Champagney,1550,747,82,16,2,0
39097,Champagnole,2000,455,135,25,4,0
39099,Champdivers,762,487,83,18,2,0
39100,Champrougier,885,161,48,7,0,0
39101,Champvans,1426,402,104,20,2,0
39102,Chancia,299,2,0,,,
39103,La Chapelle-sur-Furieuse,896,262,64,9,1,0
39104,Chapelle-Voland,3052,2065,789,155,25,6
39105,Chapois,1004,408,73,16,3,0
39106,Charchilla,692,225,33,5,0,0
39107,Charcier,1299,506,58,13,2,0
39108,Charency,282,191,43,9,2,0
39109,Charézier,931,517,70,15,3,0
39110,La Charme,372,42,6,0,,
39111,Charnod,518,214,26,8,1,0
39112,La Chassagne,564,280,64,10,1,0
39114,Château-Chalon,1015,386,63,8,1,0
39116,La Châtelaine,1293,216,26,4,0,0
39117,Chatelay,1317,92,30,4,0,0
39118,Châtel-de-Joux,1425,88,25,5,0,0
39119,Le Chateley,468,86,30,5,0,0
39120,Châtelneuf,1326,282,73,15,2,0
39121,Châtenois,803,377,59,9,1,0
39122,Châtillon,1688,681,98,13,1,0
39124,Chaumergy,621,220,108,22,3,0
39126,La Chaumusse,1068,461,190,41,6,1
39127,Chaussenans,440,280,51,8,1,0
39128,Chaussin,1595,1138,157,25,3,0
39129,Chaux-des-Crotenay,1167,418,145,32,6,1
39130,Nanchez,3129,864,252,61,10,1
39131,La Chaux-du-Dombief,2164,356,104,18,2,0
39132,La Chaux-en-Bresse,209,117,37,6,0,0
39133,Chaux-Champagny,743,513,112,23,4,1
39134,Chavéria,1022,487,61,15,3,0
39136,Chemenot,475,90,38,7,1,0
39137,Saint-Hymetière-sur-Valouse,1834,874,173,32,5,1
39138,Chemin,925,818,79,15,1,0
39139,Chêne-Bernard,365,203,60,15,2,0
39140,Chêne-Sec,76,39,15,4,0,0
39141,Chevigny,781,469,38,7,1,0
39142,Chevreaux,615,183,88,17,2,0
39143,Chevrotaine,530,111,17,2,0,0
39145,Chille,198,135,68,11,1,0
39146,Chilly-le-Vignoble,308,120,48,7,1,0
39147,Chilly-sur-Salins,1202,301,65,19,4,0
39149,Chissey-sur-Loue,3860,662,156,24,3,0
39150,Choisey,849,378,92,17,3,0
39151,Choux,823,174,74,10,1,0
39153,Cize,418,47,34,6,0,0
39154,Clairvaux-les-Lacs,1225,336,68,12,1,0
39155,Clucy,525,369,87,16,3,1
39156,Cogna,666,244,31,5,0,0
39157,Coiserette,588,154,25,3,0,0
39159,Colonne,1116,593,169,33,5,1
39160,Commenailles,2183,871,375,81,12,2
39162,Condamine,363,226,55,9,1,0
39163,Condes,359,17,9,4,0,0
39164,Conliège,607,196,30,4,0,0
39165,Conte,334,185,42,7,1,0
39166,Cornod,1397,580,129,27,4,1
39167,Cosges,1358,979,209,46,7,1
39168,Courbette,262,159,48,10,2,0
39169,Courbouzon,323,12,6,2,0,0
39170,Courlans,614,281,120,24,4,0
39171,Courlaoux,1250,610,221,40,6,1
39172,Courtefontaine,1364,128,61,12,2,0
39173,Cousance,645,294,207,42,6,1
39174,Coyrière,410,44,22,4,0,0
39175,Coyron,737,214,34,6,0,0
39176,Cramans,811,333,129,24,4,1
39177,Hauteroche,3968,1701,222,37,5,1
39178,Crans,909,489,44,9,1,0
39179,Crenans,879,199,42,11,1,0
39180,Cressia,1498,508,101,18,3,0
39182,Crissey,470,338,71,14,2,0
39183,Crotenay,1192,460,92,21,3,0
39184,Les Crozets,767,93,36,9,1,0
39185,Cuisia,1032,508,163,33,5,1
39187,Cuvier,1029,540,95,19,3,0
39188,Dammartin-Marpain,1124,706,144,29,5,1
39189,Damparis,891,217,96,19,3,0
39190,Dampierre,969,452,136,26,4,1
39191,Darbonnay,439,223,47,7,1,0
39192,Denezières,646,306,69,13,2,0
39193,Le Deschaux,869,450,188,40,5,0
39194,Desnes,915,339,116,24,3,0
39196,Les Deux-Fays,686,225,78,16,1,0
39197,Digna,341,64,34,6,0,0
39198,Dole,3792,923,283,64,11,2
39199,Domblans,1470,664,168,29,3,0
39200,Dompierre-sur-Mont,732,340,67,13,2,0
39201,Doucier,1256,519,114,24,3,0
39202,Dournon,665,352,93,18,3,0
39203,Doye,361,279,40,10,2,0
39204,Dramelay,665,306,31,6,1,0
39205,Éclans-Nenon,2591,306,81,11,1,0
39206,Écleux,617,262,55,11,2,0
39207,Écrille,524,116,23,5,0,0
39208,Entre-deux-Monts,534,225,117,29,4,0
39209,Val-d'Épy,2550,1312,217,41,6,1
39210,Équevillon,487,72,34,8,1,0
39211,Les Essards-Taignevaux,541,357,197,37,4,0
39214,Esserval-Tartre,1219,399,79,17,3,1
39216,Étival,1403,300,73,16,2,0
39217,L'Étoile,610,168,46,9,1,0
39218,Étrepigney,1559,196,55,9,1,0
39219,Évans,985,575,157,33,5,1
39220,Falletans,2471,312,46,8,1,0
39221,La Favière,277,236,36,6,1,0
39222,Fay-en-Montagne,636,521,59,14,3,1
39223,La Ferté,1180,622,107,27,7,3
39225,Le Fied,844,523,94,21,4,1
39227,Foncine-le-Bas,925,395,153,29,4,0
39228,Foncine-le-Haut,2899,1060,465,107,19,4
39229,Fontainebrux,669,115,68,12,1,0
39230,Fontenu,917,202,22,5,0,0
39232,Fort-du-Plasne,1299,541,160,35,5,0
39233,Foucherans,775,250,67,12,1,0
39234,Foulenay,414,219,54,11,1,0
39235,Fraisans,1674,163,35,5,0,0
39236,Francheville,149,92,40,6,0,0
39237,Fraroz,619,305,75,14,3,0
39238,Frasne-les-Meulières,483,274,47,8,1,0
39239,La Frasnée,325,29,10,1,0,0
39240,Le Frasnois,1467,151,44,9,1,0
39241,Frébuans,273,169,35,6,0,0
39244,Frontenay,821,385,113,17,2,0
39245,Gatey,1497,464,75,17,3,0
39246,Gendrey,1388,661,106,19,2,0
39247,Genod,316,138,35,4,0,0
39248,Geraise,604,238,37,7,1,0
39249,Germigney,546,278,38,8,1,0
39250,Geruge,437,246,53,9,1,0
39251,Gevingey,580,196,67,14,2,0
39252,Gevry,560,328,51,11,2,0
39253,Gigny,1605,589,114,20,2,0
39254,Gillois,965,693,103,22,5,1
39255,Gizia,739,265,64,9,1,0
39258,Grande-Rivière-Château,3944,1411,424,86,14,3
39259,Grange-de-Vaivre,173,64,23,3,0,0
39261,Graye-et-Charnay,631,273,62,11,2,0
39262,Gredisans,238,80,23,5,0,0
39263,Grozon,1410,974,262,45,7,1
39265,Hautecour,527,101,48,13,2,0
39266,Les Hays,690,523,167,34,4,0
39267,Ivory,930,505,77,16,3,0
39268,Ivrey,679,241,42,8,1,0
39269,Jeurre,710,39,15,2,0,0
39270,Jouhe,594,267,29,3,0,0
39271,Lac-des-Rouges-Truites,1951,585,240,56,9,1
39272,Ladoye-sur-Seille,372,123,36,8,1,0
39273,Montlainsia,2151,988,181,32,5,1
39274,Lajoux,2361,647,313,73,13,3
39275,Lamoura,2224,551,340,83,15,4
39277,Le Larderet,638,298,42,7,1,0
39278,Largillay-Marsonnay,754,292,51,8,0,0
39279,Larnaud,1067,491,160,31,4,0
39280,Larrivoire,651,135,51,9,1,0
39281,Le Latet,413,161,22,5,1,0
39282,La Latette,584,524,86,18,4,1
39283,Lavancia-Epercy,1069,49,32,6,1,0
39284,Lavangeot,238,123,30,7,0,0
39285,Lavans-lès-Dole,1018,438,86,15,2,0
39286,Lavans-lès-Saint-Claude,2346,175,44,4,0,0
39288,Lavigny,535,189,88,17,2,0
39289,Lect,1379,140,41,8,1,0
39290,Valzin en Petite Montagne,2659,1216,222,36,5,0
39291,Lemuy,2147,836,140,28,5,1
39292,Lent,416,179,45,10,2,0
39293,Leschères,823,69,32,8,1,0
39295,Loisia,1153,392,95,16,2,0
39296,Lombard,530,226,62,13,2,0
39297,Longchaumois,5781,1226,587,112,17,3
39298,Longcochon,364,308,37,9,2,0
39299,Longwy-sur-le-Doubs,1711,1400,169,33,4,0
